Title,URL,PublishedAt,description
Ricky Ponting has had a few tough years at Delhi Capitals: Shane Watson,https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/ricky-ponting-has-had-a-few-tough-years-at-delhi-capitals-shane-watson/articleshow/109100430.cms,2024-04-07T04:38:23Z,"Ricky Ponting, Delhi Capitals' coach, aspires for IPL success. Shane Watson emphasizes DC's consistency need. Watson praises Ponting's leadership, influencing his cricket. Ponting's non-playing role impacts Watson's game."
Buttler roars back into form as Rajasthan remain unbeaten,https://www.channelnewsasia.com/sport/buttler-roars-back-form-rajasthan-remain-unbeaten-4248676,2024-04-07T04:30:51Z,NEW DELHI : Jos Buttler was a much relieved man on Saturday after the Rajasthan Royals opener roared back into form with a scintillating hundred to fashion his team's fourth consecutive victory in the ongoing Indian Premier League (IPL).The England white-ball…
"MI vs DC 2024, IPL Match Today: Playing XI prediction, head-to-head stats, key players, pitch report and weather update",https://indianexpress.com/article/sports/ipl/mi-vs-dc-2024-ipl-match-today-overview-weather-report-head-to-head-key-players-to-watch-pitch-report-venue-details-9255763/,2024-04-07T04:21:50Z,"Mumbai Indians vs Delhi Capitals, IPL 2024: A look at the Playing XI prediction, head-to-head stats, venue records, pitch and weather updates of the MI vs DC clash at the Wankhede Stadium on Sunday."
"IPL 2024 orange cap: Virat Kohli, purple cap: Yuzvendra Chahal",https://www.espncricinfo.com/story/ipl-2024-latest-orange-cap-and-purple-cap-holders-1426631,2024-04-07T04:11:09Z,Which players currently hold the orange and purple caps in the 2024 IPL?
How Jos Buttler spoiled Virat Kohli's party,https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/ipl-2024-how-jos-buttler-spoiled-virat-kohlis-party/articleshow/109100053.cms,2024-04-07T04:07:57Z,"Jos Buttler's unbeaten 100 overshadowed Virat Kohli's 113 as Royals beat RCB. Buttler's 100th IPL game, sixth century, led to their victory with Samson's support. Kohli's first century against Royals was not enough for RCB. With this win, Royals have extended…"
Sourav Ganguly reacts to MI skipper being ‘booed’ by fans: 'Not Hardik Pandya’s fault...',https://economictimes.indiatimes.com/news/et-tv/sourav-ganguly-reacts-to-mi-skipper-being-booed-by-fans-not-hardik-pandyas-fault-/videoshow/109099328.cms,2024-04-07T03:03:38Z,"With straight three defeats in three games, new Mumbai Indians skipper Hardik Pandya hasn't hoped for this poor start in the 17th edition of the Indian Premier League (IPL). Hardik has been subjected to not only plenty of online trolling and abuse but also fa…"
Sourav Ganguly reacts to MI skipper being ‘booed’ by fans: 'Not Hardik Pandya’s fault...',https://economictimes.indiatimes.com/news/sports/sourav-ganguly-reacts-to-mi-skipper-being-booed-by-fans-not-hardik-pandyas-fault-/videoshow/109099327.cms,2024-04-07T03:03:38Z,"With straight three defeats in three games, new Mumbai Indians skipper Hardik Pandya hasn't hoped for this poor start in the 17th edition of the Indian Premier League (IPL). Hardik has been subjected to not only plenty of online trolling and abuse but also fa…"
IPL 2024: All eyes on Mayank Yadav as Lucknow Super Giants eye hat-trick,https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/ipl-2024-all-eyes-on-mayank-yadav-as-lucknow-super-giants-eye-hat-trick/articleshow/109099300.cms,2024-04-07T03:02:47Z,"The Titans, led by young captain Shubman Gill, have played four matches with two victories and two defeats and need to win against LSG to strengthen their position. With the brilliant performance by its players, especially the express pace of Mayank Yadav, LS…"
"IPL 2024: Mumbai Indians, Delhi Capitals look to salvage season",https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/ipl-2024-mumbai-indians-delhi-capitals-look-to-salvage-season/articleshow/109099007.cms,2024-04-07T02:28:46Z,"In 2014 Mumbai Indians lost five on the trot but still made it to the playoffs. In 2015 they suffered four-straight defeats before going on to clinch the title. In the 2024 edition, they have been slow off the blocks once again having lost their first three. …"
Buttler’s century powers RR to fourth consecutive victory in IPL thriller against RCB,https://english.khabarhub.com/2024/07/349682/,2024-04-07T01:03:22Z,"KATHMANDU: In a thrilling encounter at the Sawai Mansingh Stadium in Jaipur, Rajasthan Royals (RR) secured their fourth consecutive victory in the IPL by defeating Royal Challengers Bangalore (RCB) in a high-scoring match. Jos Buttler’s scintillating century …"
IPL sees flat growth in TV ad volumes for first 15 matches,https://economictimes.indiatimes.com/industry/services/advertising/ipl-sees-flat-growth-in-tv-ad-volumes-for-first-15-matches/articleshow/109098506.cms,2024-04-07T00:58:02Z,"The top five categories present in IPL 2024 together comprised 52% share of ad volumes, with Ecom-Gaming leading the list. The Ecom-Gaming category dominated the category list in all 15 matches of IPL 2024. Apart from Ecom-Gaming, the top five categories incl…"
Mumbai beat Delhi for first win of season - IPL scorecard,https://www.bbc.co.uk/sport/cricket/scorecard/ECKE1220448,2024-04-07T00:00:00Z,Find out the in depth batting and bowling figures for Mumbai Indians v Delhi Capitals in the Indian Premier League on BBC Sport.
‘Battle Royal’: Jos Bosses ‘King Kohli’ As Rajasthan Move To Top Of Table In ‘Pink City’,https://thehillstimes.in/sports/battle-royal-jos-bosses-king-kohli-as-rajasthan-move-to-top-of-table-in-pink-city,2024-04-06T21:25:23Z,"Jaipur, Apr 6 (PTI) Jos Buttler roared back to form with a masterful century that overshadowed Virat Kohli’s record-extending 113 as Rajasthan Royals defeated Royal Challengers Bengaluru by six wickets for a fourth win in as many matches in the IPL, here on S…"
RCB Should Try To Chase Targets To Revive Fortunes: Sunil Gavaskar,https://thehillstimes.in/sports/rcb-should-try-to-chase-targets-to-revive-fortunes-sunil-gavaskar,2024-04-06T21:15:00Z,"Bengaluru, Apr 6 (PTI) Legendary batter Sunil Gavaskar said on Saturday that the embattled Royal Challengers Bengaluru should try to chase targets more to revive their fortunes in the ongoing Indian Premier League (IPL). RCB are currently languishing at eight…"
Rookie Pacer Mayank Yadav In Focus As Lucknow Super Giants Eye Third Consecutive Win In IPL,https://thehillstimes.in/sports/rookie-pacer-mayank-yadav-in-focus-as-lucknow-super-giants-eye-third-consecutive-win-in-ipl,2024-04-06T21:05:45Z,"Lucknow, Apr 6 (PTI) New pace sensation Mayank Yadav will be closely followed by all and sundry after his match-winning performances as Lucknow Super Giants eye a hat-trick of wins when they take on an inconsistent Gujarat Titans in the Indian Premier League …"
"Suryakumar Yadav Back In Mix As Faltering Mumbai Indians, Delhi Capitals Desperate To Arrest Slide In IPL",https://thehillstimes.in/sports/suryakumar-yadav-back-in-mix-as-faltering-mumbai-indians-delhi-capitals-desperate-to-arrest-slide-in-ipl,2024-04-06T20:55:28Z,"Mumbai, Apr 6 (PTI) A fit-again Suryakumar Yadav will be expected to immediately deliver the goods when faltering Mumbai Indians and Delhi Capitals lock horns in a bid to arrest their slide in their Indian Premier League clash here on Sunday. With three losse…"
IPL 2024: Buttler trumps Kohli in battle of IPL tons as Rajasthan win,https://economictimes.indiatimes.com/news/sports/ipl-2024-buttler-trumps-kohli-in-battle-of-ipl-tons-as-rajasthan-win/articleshow/109095126.cms,2024-04-06T19:30:53Z,"England's Buttler reached his ton, from 58 balls, with a six in his 100th IPL match when Rajasthan needed one for victory in their chase of 184, with five balls to spare in Jaipur.  Buttler, who struck form after he scored 35 across the previous three matches…"
Buttler trumps Kohli in battle of IPL tons as Rajasthan win,https://www.france24.com/en/live-news/20240406-buttler-trumps-kohli-in-battle-of-ipl-tons-as-rajasthan-win,2024-04-06T18:31:05Z,"England's Buttler reached his ton, from 58 balls, with a six in his 100th IPL match when Rajasthan needed one for victory in their chase of 184, with five balls to spare in Jaipur.

Buttler, who struck form after he scored 35 across the previous three matches…"
Buttler 100* trumps Kohli's 113* as Royals go 4-0 up,https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/rajasthan-royals-vs-royal-challengers-bengaluru-19th-match-1422137/match-report,2024-04-06T17:57:33Z,Royal Challengers Bengaluru slumped to their fourth defeat in four games in IPL 2024
Virat Kohli’s big T20 World Cup statement after hitting first century of IPL 2024,https://thehillstimes.in/sports/virat-kohlis-big-t20-world-cup-statement-after-hitting-first-century-of-ipl-2024,2024-04-06T17:09:23Z,The Income Tax department has frozen the account of the Thrissur district committee of the Communist Party of India (Marxist) in a nationalized bank in the district.
Kohli hits IPL century against Rajasthan Royals,https://www.bbc.co.uk/sport/cricket/68750374,2024-04-06T16:24:20Z,Virat Kohli hits a century for Royal Challengers Bengaluru against Rajasthan Royals in the Indian Premier League.
Kohli: I know I can step up at any point because I'm hitting the ball well,https://www.espncricinfo.com/story/kohli-i-know-i-can-step-up-at-any-point-because-i-m-hitting-the-ball-well-1428055,2024-04-06T16:18:45Z,RCB batter says it hasn't been a conscious decision to bat at a higher tempo this IPL season
Kohli hits first ton of IPL season as Bengaluru reach 183-3,https://www.france24.com/en/live-news/20240406-kohli-hits-first-ton-of-ipl-season-as-bengaluru-reach-183-3,2024-04-06T16:01:08Z,"The star batsman reached his eighth IPL ton in 67 balls and finished on an unbeaten 113 after Bengaluru were invited to bat first in the 19th match of the T20 tournament in Jaipur.

Kohli reached the three-figure mark with a single off Nandre Burger and took …"
IPL live in USA: Solar eclipse 2024 day schedule of Indian Premier League,https://economictimes.indiatimes.com/news/international/us/ipl-live-in-usa-solar-eclipse-2024-day-schedule-of-indian-premier-league/articleshow/109093206.cms,2024-04-06T15:54:46Z,"The ongoing Indian Premier League 2024 has attracted fans globally. With every match setting a new record, here’s who will be playing on the day of Total Solar Eclipse, that is, on April 8, Monday."
Most IPL hundreds: Virat Kohli scores record-extending 8th IPL century during RCB vs RR 2024 match,https://indianexpress.com/article/sports/ipl/most-ipl-hundreds-record-full-list-virat-kohli-hundreds-gayle-9255166/,2024-04-06T15:30:44Z,Most IPL hundreds: Virat Kohli extended his record tally with his eighth century in the IPL 2024 match between RCB and RR in Jaipur.
King Kohli's show in Jaipur: Virat smashes his 3rd half-century of IPL 2024,https://economictimes.indiatimes.com/news/sports/king-kohlis-show-in-jaipur-virat-smashes-his-3rd-half-century-of-ipl-2024/articleshow/109092549.cms,2024-04-06T15:02:46Z,"Virat Kohli scored his third half-century of the season in a match between the Royal Challengers Bengaluru (RCB) and Rajasthan Royals. Kohli opened with Faf du Plessis and has so far scored 59* runs in 43 balls. The Royals, who bowled after winning the toss, …"
Pune: Ten arrested for betting on IPL match between Gujarat Titans and Punjab Kings,https://indianexpress.com/article/cities/pune/ipl-betting-gujarat-titans-punjab-kings-9255067/,2024-04-06T13:45:42Z,Police have also named two more as accused in this case. The duo had allegedly opened bank accounts in the name of different persons and used it for financial dealings in sports betting.
"Iconic consoles of the IBM System/360 mainframes, 55 years old (2019)",https://www.righto.com/2019/04/iconic-consoles-of-ibm-system360.html,2024-04-06T13:41:54Z,"The IBM System/360 was a groundbreaking family of mainframe computers announced  on April 7, 1964. Designing the System/360 was an extremely..."
"Rajasthan Royals vs Royal Challengers Bengaluru | RR vs RCB Live Score Updates, IPL Cricket 2024: Key Players Shaping Bengaluru's Fate",https://economictimes.indiatimes.com/news/sports/rajasthan-royals-vs-royal-challengers-bengaluru-live-score-updates-ipl-cricket-t20-19th-match-rr-vs-rcb-match-score-today-06-april-2024-weather-update-dream-11-live-commentary/liveblog/109090904.cms,2024-04-06T12:59:55Z,"You know the weekend is here when two great teams lock horns and promise to give an exciting game of cricket. Today the Royal Challengers Bengaluru (RCB) and Rajasthan Royals (RR), two teams with contrasting positions in the Indian Premier League standings (I…"
Wanindu Hasaranga ruled out of IPL 2024,https://www.espncricinfo.com/story/srh-allrounder-wanindu-hasaranga-ruled-out-of-ipl-2024-1428006,2024-04-06T12:05:50Z,There's been no confirmation on a replacement yet but it is understood Sunrisers Hyderabad have been on the lookout
RCB should try to chase targets to revive fortunes: Sunil Gavaskar,https://economictimes.indiatimes.com/news/sports/rcb-should-try-to-chase-targets-to-revive-fortunes-sunil-gavaskar/articleshow/109089465.cms,2024-04-06T11:35:17Z,"Gavaskar was hinting at the out of form bowling unit of RCB that failed to defend totals on both the occasions they have been asked to. While chasing, the Bengaluru outfit has managed to eke out one win against Punjab Kings and went down against Lucknow Super…"
IPL Live Score: RR vs RCB,https://timesofindia.indiatimes.com/sports/cricket/ipl-live-score-rr-vs-rcb-match-today-6th-april-rajasthan-royals-vs-royal-challengers-bengaluru-scorecard/liveblog/109088892.cms,2024-04-06T11:10:27Z,IPL Live Score RR vs RCB: Struggling Royal Challengers Bengaluru and high-flying Rajasthan Royals bizarrely have similar worries to address when they
England’s T20 World Cup Team Must Learn To Fly Without Grounded Stokes,https://www.forbes.com/sites/timellis/2024/04/06/englands-t20-world-cup-team-must-learn-to-fly-without-grounded-stokes/,2024-04-06T10:44:26Z,England are preparing for their defense of the T20 Cricket World Cup without Ben Stokes. It's time for a new narrative in Jos Buttler's team.
IPL Live: Struggling RCB face high-flying Rajasthan Royals,https://timesofindia.indiatimes.com/sports/cricket/rr-vs-rcb-ipl-live-score-rajasthan-royals-vs-royal-challengers-bengaluru-live-match-score-updates/liveblog/109087829.cms,2024-04-06T10:26:37Z,RR vs RCB IPL Live Score: Struggling Royal Challengers Bengaluru and high-flying Rajasthan Royals bizarrely have similar worries to address when they
IPL 2024: Rajasthan Royals will solar power 6 homes for every 6 hit in the #PinkPromise match versus RCB dedicated to women,https://economictimes.indiatimes.com/news/sports/ipl-2024-rajasthan-royals-will-solar-power-6-homes-for-every-6-hit-in-the-pinkpromise-match-versus-rcb-dedicated-to-women/articleshow/109087122.cms,2024-04-06T10:10:53Z,"Rajasthan Royals empower women by providing solar power during PinkPromise match, unveiling a pink jersey, donating ticket sales to foundation, showcasing RRF beneficiaries, and CEO Jake Lush McCrum's vision."
